0.00000 , 0.00000 
0.07071 , 0.07071 
0.14142 , 0.14142 
0.21213 , 0.21213 
0.28284 , 0.28284 
0.35355 , 0.35355 
0.42426 , 0.42426 
0.49497 , 0.49497 
0.56569 , 0.56569 
0.63640 , 0.63640 
0.70711 , 0.70711 
0.77782 , 0.77782 
0.84853 , 0.84853 
0.91924 , 0.91924 
0.98995 , 0.98995 
1.06066 , 0.91924 
1.16066 , 0.91924 
1.26066 , 0.91924 
1.36066 , 0.91924 
1.46066 , 0.91924 
1.56066 , 0.91924 
1.66066 , 0.91924 
1.76066 , 0.91924 
1.86066 , 0.91924 
1.96066 , 0.91924 
2.06066 , 0.91924 
2.14062 , 0.97930 
2.15518 , 1.07823 
2.15518 , 1.17823 
2.15518 , 1.27823 
2.15518 , 1.37823 
2.15518 , 1.47823 
2.15518 , 1.57823 
2.15518 , 1.67823 
2.15518 , 1.77823 
2.15518 , 1.87823 
2.15518 , 1.97823 
2.15518 , 2.07823 
2.11017 , 2.16752 
2.02662 , 2.22247 
1.92733 , 2.23435 
1.82733 , 2.23435 
1.72733 , 2.23435 
1.62733 , 2.23435 
1.52733 , 2.23435 
1.42733 , 2.23435 
1.32733 , 2.23435 
1.22733 , 2.23435 
1.12733 , 2.23435 
1.02733 , 2.23435 
0.92733 , 2.23435 
0.83181 , 2.20473 
0.75454 , 2.14126 
0.70467 , 2.05458 
0.68649 , 1.95625 
0.68649 , 1.85625 
0.68649 , 1.75625 
0.68649 , 1.65625 
0.68649 , 1.55625 
0.68649 , 1.45625 
0.68649 , 1.35625 
0.68649 , 1.25625 
0.68649 , 1.15625 
0.68649 , 1.05625 
0.68649 , 0.95625 
0.70031 , 0.85721 
0.74333 , 0.76693 
0.81055 , 0.69290 
0.89566 , 0.64040 
0.99170 , 0.61253 
1.09167 , 0.61039 
1.19167 , 0.61039 
1.29167 , 0.61039 
1.39167 , 0.61039 
1.49167 , 0.61039 
1.59167 , 0.61039 
1.69167 , 0.61039 
1.79167 , 0.61039 
1.89167 , 0.61039 
1.99167 , 0.61039 
2.09167 , 0.61039 
2.18902 , 0.63329 
2.27790 , 0.67911 
2.35350 , 0.74457 
2.41206 , 0.82563 
2.45103 , 0.91772 
2.46898 , 1.01610 
2.46898 , 1.11610 
2.46898 , 1.21610 
2.46898 , 1.31610 
2.46898 , 1.41610 
2.46898 , 1.51610 
2.46898 , 1.61610 
2.46898 , 1.71610 
2.46898 , 1.81610 
2.46898 , 1.91610 
2.52819 , 1.99669 
2.58740 , 2.07727 
2.64660 , 2.15786 
2.70581 , 2.23845 
2.76502 , 2.31904 
2.82422 , 2.39963 
2.88343 , 2.48022 
2.94264 , 2.56080 
2.94264 , 2.46080 
2.94264 , 2.36080 
2.94264 , 2.26080 
2.94264 , 2.16080 
2.94264 , 2.06080 
2.94264 , 1.96080 
2.99906 , 1.87824 
3.09905 , 1.87747 
3.19905 , 1.87747 
3.29905 , 1.87747 
3.39905 , 1.87747 
3.49905 , 1.87747 
3.59905 , 1.87747 
3.69905 , 1.87747 
3.79905 , 1.87747 
3.89905 , 1.87747 
3.99905 , 1.87747 
4.09905 , 1.87747 
4.17682 , 1.94033 
4.20880 , 2.03508 
4.20880 , 2.13508 
4.20880 , 2.23508 
4.20880 , 2.33508 
4.20880 , 2.43508 
4.20880 , 2.53508 
4.20880 , 2.63508 
4.20880 , 2.73508 
4.20880 , 2.83508 
4.20880 , 2.93508 
4.20880 , 3.03508 
4.19223 , 3.13370 
4.13513 , 3.21580 
4.05037 , 3.26887 
3.95208 , 3.28728 
3.85208 , 3.28728 
3.75208 , 3.28728 
3.65208 , 3.28728 
3.55208 , 3.28728 
3.45208 , 3.28728 
3.35208 , 3.28728 
3.25208 , 3.28728 
3.15208 , 3.28728 
3.05208 , 3.28728 
2.95208 , 3.28728 
2.85344 , 3.27083 
2.76549 , 3.22323 
2.69655 , 3.15080 
2.65204 , 3.06125 
2.63471 , 2.96277 
2.63471 , 2.86277 
2.63471 , 2.76277 
2.63471 , 2.66277 
2.63471 , 2.56277 
2.63471 , 2.46277 
2.63471 , 2.36277 
2.63471 , 2.26277 
2.63471 , 2.16277 
2.63471 , 2.06277 
2.63471 , 1.96277 
2.64485 , 1.86328 
2.68077 , 1.76996 
2.73923 , 1.68883 
2.81588 , 1.62460 
2.90566 , 1.58056 
3.00322 , 1.55862 
3.10322 , 1.55862 
3.20322 , 1.55862 
3.30322 , 1.55862 
3.40322 , 1.55862 
3.50322 , 1.55862 
3.60322 , 1.55862 
3.70322 , 1.55862 
3.80322 , 1.55862 
3.90322 , 1.55862 
4.00322 , 1.55862 
4.10322 , 1.55935 
4.20059 , 1.58216 
4.29074 , 1.62543 
4.36973 , 1.68675 
4.43437 , 1.76305 
4.48226 , 1.85084 
4.51181 , 1.94637 
4.52223 , 2.04583 
4.52223 , 2.14583 
4.52223 , 2.24583 
4.52223 , 2.34583 
4.52223 , 2.44583 
4.52223 , 2.54583 
4.52223 , 2.64583 
4.52223 , 2.74583 
4.52223 , 2.84583 
4.52223 , 2.94583 
4.47784 , 3.03543 
4.43345 , 3.12504 
4.38906 , 3.21465 
4.34467 , 3.30426 
4.30028 , 3.39386 
4.25589 , 3.48347 
4.21150 , 3.57308 
4.16710 , 3.66268 
4.12271 , 3.75229 
4.07832 , 3.84190 
4.03393 , 3.93151 
