0.00000 , 0.00000 
0.06244 , 0.03348 
0.12361 , 0.07387 
0.18933 , 0.11335 
0.24804 , 0.15281 
0.30891 , 0.18798 
0.37233 , 0.22454 
0.43525 , 0.26228 
0.49616 , 0.30011 
0.55973 , 0.34012 
0.62154 , 0.37913 
0.68164 , 0.41774 
0.74069 , 0.45610 
0.80020 , 0.49520 
0.86067 , 0.53464 
0.92352 , 0.57134 
0.92523 , 0.48328 
0.92173 , 0.41180 
0.92518 , 0.34079 
0.92286 , 0.26970 
0.91988 , 0.19745 
0.92086 , 0.12546 
0.92195 , 0.05332 
0.92314 , -0.01971 
0.93810 , -0.09176 
1.00714 , -0.13737 
1.07904 , -0.14012 
1.15181 , -0.13751 
1.22506 , -0.13856 
1.29703 , -0.13911 
1.37025 , -0.13964 
1.44354 , -0.14023 
1.51536 , -0.14044 
1.58690 , -0.14029 
1.66024 , -0.14009 
1.73096 , -0.13920 
1.80422 , -0.13805 
1.87602 , -0.13639 
1.94745 , -0.13431 
2.01892 , -0.13172 
2.08945 , -0.13404 
2.15976 , -0.13660 
2.23274 , -0.13480 
2.30487 , -0.13272 
2.37710 , -0.13013 
2.44820 , -0.12751 
2.52007 , -0.12565 
2.59167 , -0.12358 
2.66338 , -0.12104 
2.73497 , -0.11796 
2.80541 , -0.11736 
2.87708 , -0.11627 
2.94909 , -0.11451 
3.02023 , -0.11211 
3.09214 , -0.10197 
3.14587 , -0.05401 
3.18067 , 0.03018 
3.16741 , 0.10449 
3.12658 , 0.17498 
3.07147 , 0.23207 
3.01855 , 0.28259 
2.96700 , 0.33449 
2.91375 , 0.38841 
2.86250 , 0.44041 
2.81201 , 0.49169 
2.76145 , 0.54385 
2.71073 , 0.59636 
2.66070 , 0.64799 
2.60972 , 0.70056 
2.55888 , 0.75313 
2.50814 , 0.80564 
2.45810 , 0.85769 
2.40823 , 0.90972 
2.35773 , 0.96244 
2.30783 , 1.01454 
2.25582 , 1.06961 
2.20485 , 1.12215 
2.15399 , 1.17456 
2.10297 , 1.22712 
2.05264 , 1.27925 
2.00011 , 1.33331 
1.94995 , 1.38503 
1.89993 , 1.43717 
1.84985 , 1.48918 
1.79986 , 1.54101 
1.75010 , 1.59364 
1.70048 , 1.64614 
1.65097 , 1.69793 
1.60041 , 1.75080 
1.55049 , 1.80325 
1.50056 , 1.85535 
1.45079 , 1.90747 
1.40032 , 1.96042 
1.35076 , 2.01249 
1.30113 , 2.06469 
1.25183 , 2.11719 
1.20276 , 2.16746 
1.15242 , 2.21888 
1.09280 , 2.25739 
1.02464 , 2.28451 
0.95446 , 2.29459 
0.88092 , 2.28618 
0.81369 , 2.26360 
0.75729 , 2.22190 
0.70584 , 2.17218 
0.66539 , 2.11013 
0.64390 , 2.03972 
0.63293 , 1.96134 
0.63075 , 1.88869 
0.62752 , 1.81823 
0.62738 , 1.74770 
0.62728 , 1.67547 
0.62705 , 1.60308 
0.62677 , 1.52980 
0.62667 , 1.45729 
0.62661 , 1.38729 
0.62605 , 1.31134 
0.62549 , 1.23881 
0.62511 , 1.16643 
0.62440 , 1.09406 
0.62356 , 1.02078 
0.62281 , 0.94850 
0.62182 , 0.87300 
0.62060 , 0.80059 
0.61951 , 0.72822 
0.61840 , 0.65614 
0.61717 , 0.58292 
0.61585 , 0.51038 
0.61441 , 0.43727 
0.61249 , 0.36171 
0.61038 , 0.28846 
0.60838 , 0.21681 
0.60590 , 0.14612 
0.60405 , 0.07461 
0.60276 , 0.00146 
0.60150 , -0.07077 
0.61501 , -0.14098 
0.63862 , -0.20872 
0.67043 , -0.27179 
0.71569 , -0.32576 
0.76879 , -0.37171 
0.82880 , -0.41233 
0.89272 , -0.44262 
0.96304 , -0.46520 
1.03404 , -0.46870 
1.10607 , -0.47114 
1.17785 , -0.47206 
1.25377 , -0.47338 
1.32684 , -0.47478 
1.39913 , -0.47632 
1.47219 , -0.47710 
1.54545 , -0.47783 
1.61758 , -0.47871 
1.69084 , -0.47974 
1.76684 , -0.48110 
1.83991 , -0.48255 
1.91223 , -0.48408 
1.98527 , -0.48580 
2.06082 , -0.48801 
2.13193 , -0.49039 
2.20241 , -0.49041 
2.27508 , -0.49079 
2.35170 , -0.49129 
2.42172 , -0.49182 
